8795;5453;SAIA CREPE MOUSSON LARANJA G;U;UNICA
8800;5048;BLUSA KATARINA M/L TIRAS PRETO G;U;UNICA
8829;5112;SAIA CREPE MOUSSON OFF WHITE P;U;UNICA
8829;5111;SAIA CREPE MOUSSON PRETO P;U;UNICA
8829;5120;SAIA CREPE MOUSSON OFF WHITE G;U;UNICA
8829;5121;SAIA CREPE MOUSSON PINK G;U;UNICA
8835;5893;SAIA CREPE MOUSSOM PRETO G;U;UNICA
88625909;5909;BLUSA VISCOSE C/AVIAM COSTAS AMARELO P;U;UNICA
8880;5627;BLUSA TRI COOL APLIC M/L AZUL ROYAL P;U;UNICA
8880;5626;BLUSA TRI COOL APLIC M/L PINK P;U;UNICA
8898;6084;SAIA MOUSSOM NERVURA VERDE BEBE M;U;UNICA
8916;5539;SAIA ONCA C/RENDA MARROM M;U;UNICA
8922;6113;CAMISA RENDA PRETO P;U;UNICA
89221;19104;CAMISA AZUL ROYAL G;U;UNICA
8938;5682;SAIA RENDA BABADO AMARELO PP;U;UNICA
8938;5680;SAIA RENDA BABADO PRETO PP;U;UNICA
8938;18371;SAIA RENDA BABADO OFF WHITE G;U;UNICA
9039;6038;PEPLUM RENDA MARGOT AMARELO PP;U;UNICA
9041;6127;SAIA RENDA MARGOT PRETO M;U;UNICA
9041;6129;SAIA RENDA MARGOT AZUL ROYAL M;U;UNICA
9041;6132;SAIA RENDA MARGOT AZUL ROYAL G;U;UNICA
9063;6275;SAIA CREPE MOUSSOM AZUL BEBE PP;U;UNICA
9066;6934;SAIA CREPE MOUSSOM LARANJA P;U;UNICA
9104;6622;SAIA RENDA BABADO AZUL ROYAL PP;U;UNICA
9104;6626;SAIA RENDA BABADO AZUL ROYAL P;U;UNICA
91067323;7323;SAIA  PAETE PRETO PP;U;UNICA
91303;20880;BLAZER MALHA CARAMELO G;U;UNICA
91303;14266;BLAZER MALHA PRETO M;U;UNICA
9149;8067;VESTIDO M/L TULE C/PAETE PRETO P;U;UNICA
9164;8459;SAIA CREPE PREGAS OFF WHITE P;U;UNICA
9179;13897;TOP BOJO BEGE G;U;UNICA
9179;13892;TOP BOJO PRETO M;U;UNICA
9179;13891;TOP BOJO VERDE M;U;UNICA
9215;12158;SAIA COURO NERVURA ROSE P;U;UNICA
9215;12161;SAIA COURO NERVURA AZUL MARINHO M;U;UNICA
9345;8942;BLUSA DOBBY C/PONTO PALITO PINK M;U;UNICA
9345;8943;BLUSA DOBBY C/PONTO PALITO AZUL ROYAL M;U;UNICA
9387;8664;CALCA FLARE MALHA ACTIVE OFF WHITE G;U;UNICA
9387;8653;CALCA FLARE MALHA ACTIVE NUDE PP;U;UNICA
9427;8854;BLUSA COSTA LASER LARANJA P;U;UNICA
9427;8855;BLUSA COSTA LASER AZUL ROYAL P;U;UNICA
9448;9558;VESTIDO RAVENA LASER AZUL ROYAL M;U;UNICA
9448;9550;VESTIDO RAVENA LASER PRETO PP;U;UNICA
9448;9552;VESTIDO RAVENA LASER AZUL ROYAL PP;U;UNICA
9458;10905;SHORT SARJA BORDADO OFF WHITE M;U;UNICA
9470;11034;SHORT PREGAS ROSE M;U;UNICA
9481;10674;VESTIDO BANDAGEM OFF WHITE P;U;UNICA
9482;9419;SHORT C/RENDA FRANJA OFF WHITE M;U;UNICA
9502;9186;BLUSA RENDA C/ CORRENTE AZUL ROYAL P;U;UNICA
9503;9056;BLUSA CETIM ROYALE C/BOTAO CST PRETO M;U;UNICA
95121;10912;SAIA RENDA PISSARO OFF WHITE P;U;UNICA
9549;9023;CALCA FLARE ACTIVE OFF WHITE G;U;UNICA
9551;10918;BLUSA DOBBY C/AVIAM OFF WHITE P;U;UNICA
9576;10028;CROPPED RENDA CURLY OFF WHITE PP;U;UNICA
9588;9306;CROPPED RENDA MOORE PRETO M;U;UNICA
9614;10135;SHORT PAETE C/APLIC PRETO M;U;UNICA
9649;9356;SAIA LONGA RENDA AZUL ROYAL M;U;UNICA
9654;9588;BLUSA ALCA CETIM SILK BUBBLE PRETO P;U;UNICA
9667;10946;SAIA RECORTE LASER ROXO M;U;UNICA
96761;10015;VESTIDO RAVENA OFF OFF WHITE G;U;UNICA
9682;12347;REGATA VALENTINE C/BORDADO PRETO GG;U;UNICA
97181;12489;BLUSA RENDA FOREST LASER VERDE M;U;UNICA
97181;12484;BLUSA RENDA FOREST LASER VERDE P;U;UNICA
9720;10927;MACACAO RAVENA C/RENDA PINK P;U;UNICA
9727;10683;SAIA PAETE FLORES LASER ESTAMPADO PP;U;UNICA
9739;11575;BLUSA BORDADO TELA C/COURO PRETO P;U;UNICA
9768;11582;BLUSA CIRRE C/AVIAM PRETO P;U;UNICA
9775;10954;CASACO FLUID PREGAS PRETO M;U;UNICA
97911;11833;BLUSA RENDA DES 7625 C/AVIAM PRETO P;U;UNICA
98001;12634;SAIA VALENTINE C/RENDA OFF WHITE M;U;UNICA
9825;11768;SAIA REC/RENDA OFF WHITE G;U;UNICA
9826;11351;MACACAO M/L RENDA PRETO P;U;UNICA
9883;11580;COLETE COURO C/PELO PRETO G;U;UNICA
9888;11407;BLUSA REGATA BAZAR LARANJA G;U;UNICA
9892;11426;BLUSA M/C BAZAR LARANJA GG;U;UNICA
9911;12051;BLUSA M/L MESCLA C/PEROLAS CINZA M;U;UNICA
9919;12190;SAIA LISTRADA LISTRADO M;U;UNICA
9919;12191;SAIA LISTRADA LISTRADO G;U;UNICA
9922;11974;SHORT COURO C/CORRENTE VERMELHO M;U;UNICA
9945;11727;SAIA COURO NEO OFF WHITE M;U;UNICA
